symbol,company,10차표준(세분류),주요상품,영업현황
A291810,핀텔,시스템ㆍ응용 소프트웨어 개발 및 공급업,AI 영상 분석 솔루션 및 소프트웨어,"
스마트시티 수혜

동사는 소프트웨어 개발 및 공급업을 주요 사업으로 하고 있으며, 스마트 시티와 지능형 교통체계 관련 인공지능 영상분석 솔루션을 개발 및 판매하고 있음. 고화질 영상을 원본 해상도의 손실 없이 실시간으로 분석하는 독보적인 기술을 확보하였음. 동사는 공공 영상분석 시장을 타깃으로 한 AVAX 솔루션을 개발하여 제품화하였으며, 2017년 조달청 우수제품으로 지정되고, 국방부 우수상용품 군용 적합 제품으로 선정됨.2023년 12월 전년동기 대비 별도기준 매출액은 45.5% 증가, 영업손실은 26.8% 감소, 당기순손실은 66.7% 감소. 스마트시티에 대한 정부 및 지자체의 관심이 증가하는 만큼 사업이 많이 발주되었고, 동사 역시 관련 사업, 특히 스마트교통 분야에서의 실적이 쌓이며 매출 증가에 큰 요소로 작용. 실적과 함께 제품 및 인지도가 확대되면서, 더 큰 규모의 사업이 수주되는 등 선순환 구조가 형성 중.

"
A214870,뉴지랩파마,기계장비 및 관련 물품 도매업,CCTV 카메라,"
CCTV 사업 부진으로 실적 악화

5G모바일 유통 사업과 CCTV 카메라 제조 및 판매업을 영위하고 있음. 동사는 2023년 8월 14일 반기 검토(감사)의견 부적정등 사실확인 공시가 올라옴. 검토의견이 '의견거절'인 사유는 기초 재무제표에 대한 검토범위의 제한과 주요 검토절차의 제약임. 동사는 현재 2022년 사업연도 감사의견 비적정과 관련하여 2024.04.11까지 개선기간을 부여받은 바 있음,2023년 12월 전년동기 대비 연결기준 매출액은 41.9% 감소, 영업손실은 52.8% 감소, 당기순이익 흑자전환. 당사의 CCTV제조 및 5G 유통사업은 국내시장 침체로 인한 대면판매 매출 감소로 많은 어려움을 겪었음, 2024년에는 급변하는 시장환경과 어려운 대내외 여건 속에서도 새로운 시장개척과 차세대 신제품 개발 및 유통을 위해 총력을 기울이고 있음.

"
A131220,대한과학,기타 기계 및 장비 도매업,"의료, 정밀 및 연구실험기기 제조 및 유통","
연구 소모품 부문의 매출 상승

당사는 1980년에 설립한 연구용 실험기기의 국내 최대 종합유통, 제조, 토탈서비스 기업 실험에 사용되는 3만여 가지의 실험기기를 소싱하여 전문적인 서비스와 함께 공급하며, 초저온 냉동고, 회전진공농축기 등 고부가가치 위주의 프리미엄 실험장비를 생산 중임 신규사업으로 의료 및 의료연구용 기기의 종합유통사업을 시작하여 대리점을 구축하고 있음. 렌탈, 중고몰, 피펫터몰, 랩컨설팅, 바이오 뱅킹사업 등 기술영업서비스를 강화 중임2023년 12월 전년동기 대비 연결기준 매출액은 2% 증가, 영업이익은 14.6% 감소, 당기순이익은 18.2% 감소. MRO,랩렌탈,랩서비스,의료사업부 뿐만 아니라 중고실험기기몰을 오픈하였으며 베트남법인을 설립해 동남아시아 종합유통사업을 확대하고 있음. 베트남 공장을 설립해 10개군 44품목을 생산하여 해외 매출을 확대 중임. 주요 사업 부문인 실험기기의 재고자산 회전율이 지속적으로 감소하고 있으며, 영업이익이 감소하고 있음.

"
A010770,평화홀딩스,자동차 신품 부품 제조업,지주회사,"
매출 증가

1986년 유가증권 시장에 상장하였으며, 평화산업 등을 보유한 지주회사로 현재는 평화산업, 평화오일씰공업, 피에프에스, 평화기공, 평화씨엠비 등 17개 계열회사를 가지고 있음. 평화산업은 방진 및 호스 자동차 부품을 생산하여 국내 완성차 메이커인 현대차, 기아차, 한국GM, 쌍용차에 중점 판매함. 지주회사로서 영업수익은 용역수익(전산용역 및 기타용역)과 배당금수익 등으로 구성되어 있음.2023년 12월 전년동기 대비 연결기준 매출액은 7.7% 증가, 영업이익은 365.2% 증가, 당기순이익 흑자전환. 자동차 산업은 반도체 부족 등 공급망 차질로 인한 병목현상이 해소됨에 따라 생산이 정상화 됐고, 누적된 소비심리에 따른 자동차 수요 증가로 코로나 팬데믹 이전 수준의 생산실적으로 회복됨. 평화씨엠비는 배합고무를 생산하고 있으며 최근에는 해외로의 진출과 함께 향후 안정적인 매출증가가 예상되고 있음.

"
A005320,국동,"생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업","셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대","
매출 감소로 영업이익 적자전환

동사는 1967년 12월 설립되어 니트의류의 수출을 주된 사업으로 함. 주문자상표부착방식(OEM)에 의해 NIKE, FANATICS, H&M 등과의 계약으로 의류를 인도네시아에 소재하고 있는 해외생산법인 등에서 생산하여 판매하고 있음. 종속 회사인 KUKDONG APPAREL은 북미시장에서의 의류 등의 판매를 목적으로 미국 캘리포니아에 설립되었고 멕시코 현지법인인 MEX MODE S.A. DE C.V.의 지분의 100%를 소유.2023년 12월 전년동기 대비 연결기준 매출액은 32% 감소, 영업이익 적자전환, 당기순이익 적자전환. 다양한 노력에도 불구하고 매출이 30% 넘게 감소하면서, 각종 비용 절약에도 불구하고, 영업이익은 대폭 감소하면서 적자로 전환함. 동사낸 매출 확대를 위해  대형 거래선과의 돈독한 유대 관계를 유지하는 한편 신규 바이어 개척을 위한 노력으로  충분한 물량확보에 주력하고 있음.

"
A021650,한국큐빅,기타 플라스틱제품 제조업,Curl Fit(표면처리사업),"
매출 증가 영업이익 개선

1989년 Curl-fit(수압전사, 우드그레인 등)라는 공법을 이용하여 곡면표면 처리업 등을 주 영업목적으로 설립되었음. 자동차용부품 전문생산업체로써, 주요 생산품은 자동차 내장의 표면처리 인테리어 부품 및 자동차 외장의 라디에이터 그릴, 몰딩 등의 익스테리어 부품 등이 있음. 생산부품의 상당량을 현대자동차 및 기아, GMK, RKM에 공급하고 있으며, GM ,폭스바겐 등 글로벌 완성차 업체에도 부품을 공급하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 20% 증가, 영업이익은 17.6% 증가, 당기순이익은 26.6% 증가. 매출이 크게 늘었고 인건비와 복리후생비는 전년 대비 감소, 영업이익은 전년 대비 크게 늘었음. 세계27개국 80여개 라이센스의 글로벌 네트워크를 통하여 수시로 세계 디자인 고객의 정보가 교류되며, 이 정보를 기초하여 독자적인 디자인과 트렌드로 새로운 고객가치를 창조하고 있음.

"
A006050,국영지앤엠,기타 유리제품 제조업,강화유리,"
원가 상승에 따른 이익 감소

동사의 유리가공업은 원자재인 판유리를 판유리 생산업체로부터 구매하여 용도에 맞게 가공하여 건축용, 철도용, 차량용, 인테리어용, 특수시설 보안용 등으로 공급. 다양한 제품을 고객(유리시공업체 포함)에 직접 판매하거나, 직접 상업용, 주택용 건물 프로젝트 수주계약을 하여 시공함. 특수기능형 제품인 방탄유리, SGP초강도필름 접합유리, 발열유리, 순간조광유리, 방범유리, 전자파차폐유리, 차음유리 등이 있음.2023년 12월 전년동기 대비 별도기준 매출액은 20.5% 증가, 영업이익은 55.6% 감소, 당기순이익은 58.1% 감소. 시공부문에서는 계속 시공능력평가액 업계 1위의 위상을 계속 유지하고 있으며 2021년까지 대형건설사로부터 건축부문 '최우수' 및 '우수' 시공협력업체로 표창을 받음. 지금까지 3차례의 경영 닥터 컨설팅을 진행하였고 공사수주계약 및 영업 판매 계약에도 고객의 신뢰를 확보하고 있음.

"
A032980,바이온,음ㆍ식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품","
외형 축소로 수익성 악화

바이오의료 사업부문, 화장품 사업부문, 유류판매 사업부문, 기타 사업부문(차량용 사출부품, 시트 봉제류 등)을 영위하고 있음. 2023년 11월 27일 운영자금 조달을 위해 10억원 규모 제3자배정증자 방식의 유상증자를 결정 공시했음. 신주 발행가액은 1,098원이며, 신주의 상장 예정일은 12월19일임. 2023년 11월 13일 '시티엠'으로 최대주주 변경을 수반하는 주식양수도 계약 체결함.2023년 12월 전년동기 대비 연결기준 매출액은 31% 감소, 영업손실은 8.2% 감소, 당기순손실은 31.5% 감소. 대내외 경제상황이 불확실해지면서, 매출액이 30%가까이 감소했으나, 매출원가와 인건비도 함께 감소하면서 영업손실은 소폭 감소함. GMP 인증을 획득함에 따라 올 하반기 MD크림의 생산과 판매를 본격화하여 의료기기 위탁생산(CMO) 사업까지 추진하고, MD크림의 글로벌시장 공략에 나설 예정임.

"
A059100,아이컴포넌트,표시장치 제조업,액정평판디스플레이용 플라스틱 박판필름 제조업,"
납품계약 증가로 성장 기대

동사는 평판디스플레이용 부품 제조 및 관련된 연구 및 개발업 등을 영위할 목적으로 2000년 5월 12일에 설립되었음. 부품소재 기술 역량을 바탕으로 코팅부문에서 배리어코팅 필름제품과 일반 기능성코팅제품을 생산중임. 압출부문에서는 도광판, PC Film, PMMA Film 등 광학필름을 생산하여 국내외의 IT업체에 다양한 기능성 필름 판매 등을 주된 사업으로 영위하고 있음.2023년 12월 전년동기 대비 별도기준 매출액은 22.5% 감소, 영업이익 적자전환, 당기순이익 적자전환. 전자표시장치에(ESL) 사용되는 배리어 필름이며 태양광등 신재생 에너지 개발관련 다양한 시장에 진출하려고 개발 진행중 이며 올해 유럽태양전지 기업에 납품계약을 하여 양산중에 있음. 부채 구성은 단기차입금이 118억, 장기차입금이 39억원으로 차입금 관련하여서는 157억원으로 전년의 162억원 대비 약4% 정도 감소하였음.

"
A054090,삼진엘앤디,그 외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU","
부품, 조명사업부 부진으로 적자

동사는 1987년 설립되어 전기, 전자기기 구성부품 및 정밀사출부품의 제조 및 판매를 영위하며, 부품사업부문, 제품사업부문, 기타사업부문을 운영하고 있음. 부품사업부문은 디스플레이 관련 부품과 2차전지 부품으로 구성됨. 제품사업 부문은 LED조명, OA 제품, 금형 제품을 생산 판매하고 있음. 한국 본사를 거점으로 미국, 멕시코, 중국, 베트남에 6개의 종속회사를 운영하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 17.1% 감소, 영업손실은 849.8% 증가, 당기순손실은 1,312.7% 증가. 손익 면에서는, 본사 부품사업과 조명사업부의 지속된 적자 및 시장성 없는 관련자산의 손상처리 및 폐기 등으로 2022년과 같이 적자로 마무리 함. 2024년에 본사의 부품사업부문은 신사업 발굴 및 거래처 다양화 등으로 손익을 전개할 예정임.

"
A002290,삼일기업공사,건물 건설업,도급공사,"
매출 증가, 원가율 개선에 이익 확대

미국육군 극동공병단(F.E.D) 발주 공사, 국가 기간 산업인 초정밀 PLANT 공사를 각각 울산 공단 및 여천 공단 내 시공함. 동사의 도급공사는 크게 국내, 해외로 나뉨. 국내 도급 공사의 경우 건축 및 토목 공사로 구분되며, 각각 관급발, 민간발 수주로 구분됨. 국내외 경기의 불황과 부동산경기침체 원자재 가격 상승으로 인해 각종 비용 부담 및 업계 내 경쟁 정도 증가 중. 경쟁력 제고 위해 사전예방 무하자 시공 운동 중.2023년 12월 전년동기 대비 별도기준 매출액은 23.6% 증가, 영업이익은 43.3% 증가, 당기순이익은 53.9% 증가. 전체 매출은 공사매출  99.4% 임대매출 0.6%로 구성되어 있으며 잔여공사액은 1,495억원임. 관급공사는 재무구조와 기술력이 우수한 기업과 공동으로 공동도급 공사를 활성화하는 수주전략을, 민간공사는 저가수주 배제하고 시공품질 개선해 수익성과 안전성 위주의 공사를 확보하는 전략을 취하고 있음.

"
A021040,대호특수강,"철강 압연, 압출 및 연신제품 제조업",냉간압조용선재,"
영업이익 증가하며 순손실 감소

1988년 냉간압조용 강선의 제조, 판매를 목적으로 설립되었으며, 2012년 동방금속공업을 흡수합병함. 선재와 마봉강, 스테인레스 선재 사업을 영위하고 있음. 선재부문은 자동차부품, 일반산업 기계부품 및 전자부품인 볼트/너트, 베아링볼, 스크류 등의 냉간압조용선을 생산하며, 마봉강부문은 자동차부품, 일반산업기계부품 등의 축으로 사용되는 봉강을 생산함. 종속기업인 (주)한영특수강과 합병기일을 2023년 7월1일자로 흡수합병하였음.2023년 12월 전년동기 대비 별도기준 매출액은 2% 감소, 영업이익은 84.1% 증가, 당기순손실은 15.7% 감소. 매출 구조는 CHQ 부문이 99%, 기타 1%의 비율. 상반기에 자동차, 조선, 산업기계 분야 등 전방 산업의 부진과 국내외 경기침체가 지속돼 내수경기 부진에 따른 물량 감소로 이어짐. 지속적인 공정개선과 양산공장 매각, 자재비 절감 등 원가를 줄이기 위한 다각적인 노력을 기울일 계획.

"
A049120,파인디앤씨,표시장치 제조업,"CHASSIS , 금형","
매출 감소, 영업이익 감소

동사는 자체 금형기술센터에서 개발한 정밀금형기술을 통해 디스플레이 모듈의 패널을 보호하고 이탈을 방지하는 메탈프레임과 금형/목업 제품을 제조 납품하고 있음. 오랜 경험과 노하우를 근간으로 개발 제조된 제품은 삼성디스플레이 등 국내외 유수의 글로벌 고객사에 납품하고 있음. 2차전지용 배터리캔, 옥외형 접이식 피난계단 등의 자체 개발 및 제조를 통해 사업다각화와 고객다변화를 통한 성장을 도모하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 25.4% 감소, 영업손실은 142.3% 증가 2023년 11월  '해링턴 플레이스 휴리움' 총 938세대에 옥외형 접이식 피난계단을 공급하기로 계약을 체결하였음. 옥외형 접이식 피난계단을 대단지 아파트에 공급한 건 해당 건이 처음임. 고객사의 사업계획 변동에 따른 TV용 디스플레이 부품 단종 및 모델 변경과 금형 수주 감소로  영업손실은 증가했음.

"
A448740,삼성스팩8호,기타 금융 지원 서비스업,기업인수합병,#N/A
A317120,라닉스,전자집적회로 제조업,"자동차 및 IoT 통신, 보안솔루션","
헬스케어 관심 증가로 매출 상승

동사는 2003년에 설립되어 무선통신과 보안 및 인증 관련 시스템반도체 및 S/W, H/W 솔루션 등의 기술을 개발하여 사업화하는 토털 솔루션 업체임. 사업부문은 크게 Autonomous Vehicle, Autonomous MCU, Smart Life로 나뉘며, 피부밀착형 복합센서, 스마트워치 등을 개발 진행중임. 중국시장 진출 관련 현지 대응 강화를 위해 현지 사무소를 확정하여 법인설립을 완료하였음.2023년 12월 전년동기 대비 연결기준 매출액은 5.1% 증가, 영업손실은 64.3% 증가, 당기순손실은 8.9% 증가. mPERS 서비스와 관련해 북미향과 유럽향 단말기를 현지에서 테스트 중이며, 개발/인증을 거쳐 신규 시장 창출로 Promotion 및 사업자 수주를 진행중에 있음. 스마트 워치는 보건소 헬스케어 사업에 건강관리 솔루션을 제공하며 현재 한국건강증진개발원에 제품 등록이 완료되어 산하 보건소에 제품 공급 예정임.

"
A177350,베셀,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조장비,"
매출 감소 수익성 악화

디스플레이 제조장비의 제조를 주요 사업으로 영위하는 기업 동사 장비 전방 산업은 디스플레이 산업이며, 빠르게 변화하는 전방 산업에 맞추어 다양한 제품을 개발하고 있음. 디스플레이 판넬의 최종 생산 업체들이 보다 효율적이며 높은 생산성을 담보할 수 있는 In-Line 시스템 설계제작 및 판넬 생산 장비 중 하나인 고온 Oven 등을 설계하고 제작해 공급하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 40.8% 감소, 영업손실은 88.1% 증가, 당기순손실은 91.4% 증가. 고기능성, 고부가가치성 필름을 생산하고 있음. 기존 생산품목은 주로 잉크젯미디어와 사진보호용필름 등이었으나, 향후 IT제품에서의 AB필름, 반도체공정테잎 등 IT/BT용 산업시장에서 활용될 수 있는 고기능성 필름 개발과 생산을 가속화하고 있음.

"
A006570,대림통상,그 외 기타 금속가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역","
실적 감소세

동사는 수전금구, 비데와 감지기, 샤워부스 및 기타 건자재 등을 생산하여 수출 및 내수 판매하는 건자재 종합 전문기업임. 품질, 기능, 디자인등 경쟁력 확보를 하여 품질경쟁력우수기업 24년 이상 선정되었으며, 세계 3대 디자인 어워드에서 수상하는 등 뛰어난 품질 및 디자인으로 인정받음. 주요 고객으로는 한일상사, 진운하우징, Fortessa, Riobel, 쿠팡,  대림, 도비도스 등이 있음.2023년 12월 전년동기 대비 연결기준 매출액은 16.3% 감소, 영업이익 적자전환, 당기순이익 적자전환. 수전금구, 비데, 양식기, 주방용품 등 전반적으로 매출이 감소하였으며 전체 외형이 축소되었고 원가율 악화에 따라 영업이익 적자전환. 양식기는 인도네시아 유일의 대형 고급품 양식기 제조업체로서 지속적인 노력을 통해 효율적인 S/Steel 자재관리로 품질 및 디자인 측면에서도 타사대비 경쟁력을 갖춤.

"
A002410,범양건영,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사","
2년 연속 적자 기록

토목, 건축 사업을 영위하는 종합건설업체로 각 종속회사는 물류창고 임대업, 모듈러주택 제조업 및 기타사업(부동산 시행 및 개발업, 임대업)을 영위하고 있음. 토목사업은 공공부문이 주요 발주처이며, 건축사업는 공공 대비 민간에서 발주하는 사업의 규모가 큼. 동사는 토목사업의 기본적인 도로포장공사는 물론, 택지조성, 해군기지, 전력구, 화력발전소 토건, 터널 등 다양한 분야의 수주/시공 실적을 통해 축적한 기술력과 노하우를 보유함.2023년 12월 전년동기 대비 연결기준 매출액은 0.8% 증가, 영업손실은 15.3% 감소, 당기순손실은 13.2% 증가. 부동산 경기 침체로 인해 시행사 미분양에 따른 공사미수금과시행사의 초기 사업비 대여금이 조기에 회수되지 못함에 따라 대손충당금 5,638백만원이 2023년에 설정. 연결회사의 종속기업인 범양플로이의 신규 수주 및 사업 부진으로 인한 자본잠식 등의 원인으로 2년 연속 당기순손실을 기록함.

"
A131090,시큐브,시스템ㆍ응용 소프트웨어 개발 및 공급업,"시스템보안관리솔루션, 정보유출방지솔루션","
판관비와 인건비 증가해 영업이익 축소

2000년 설립된 동사는 '전자서명인증기반 Secure OS'기술을 국내 최초로 상용화하여 보안소프트웨어 기술 및 시장에서 경쟁력을 보유하고 있는 기업임. 동사는 현재 보안운영체제(Secure OS) 분야에서 외산 제품의 수입을 상당부분 대체하여 시장 점유율 1위를 확고하게 유지하고 있음. '모바일인증', 'Multi-modal 생체인증' 분야의 R&D 투자에도 집중하며 응용 서비스 사업영역으로 융합·확장해가고 있음.2023년 12월 전년동기 대비 별도기준 매출액은 5.4% 증가, 영업이익은 16% 감소, 당기순이익은 19.9% 증가. 매출이 5.4% 증가했지만 매출원가가 높아지고 판매비와 인건비가 모두 20% 이상 증가하며 영업이익은 전년 대비 16% 감소함. 동사의 미국 소재 종속회사 SECUVE, Inc.는 2022년 12월 중 청산을 결의해 2023년 중에 청산함.

"
A054180,메디콕스,선박 및 수상 부유 구조물 건조업,XML/SGML 관련 제품 및 솔루션,"
인플레이션 여파에 따른 영업손실 지속

동사는 2010년 중앙오션과 합병하여 동사 선박의 선수, 선미, 프로펠라보스, 엔진룸 등 특수제작 부문의 블록제작을 주요사업으로 영위하고 있음. 동사의 사업은 조선기자재부문, 전동기 및 발전기부문으로 구성되어 있음. 결제대행업을 하는 에버페이먼트는 지분을 매각함. 동사는 현대중공업 및 현대미포조선등의 1차 협력업체이며, 기술력을 바탕으로 일본, 영국, 미국, 노르웨이 등의 선급협회에서 WPS인증을 취득함.2023년 12월 전년동기 대비 연결기준 매출액은 32.4% 증가, 영업손실은 7.5% 감소, 당기순손실은 24% 감소. 주요사업 부문인 조선기자재 사업의 수주 물량 증가에로 인해 268.8억의 매출을 기록하며 전년 대비 외형이 성장함. 원가율 개선으로 적자폭 줄임. 노후선 폐선과 이에 대한 대체 수요 투자, 코로나와 러-우전쟁 등으로 지연된 선박발주 회복 등 잠재 발주 수요 증가 등으로 인한 선박 수주량 증가가 기대됨.

"
A372800,아이티아이즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,"디지털금융솔루션 제공 및 AI, Big Data 서비스, 클라우드 통합 플랫폼 (GURMWI)","
비용 상승으로 적자 지속

동사는 2012년 8월 7일 설립되어, 금융권 IT Compliance를 비롯하여 클라우드 기반 디지털 플랫폼 등으로 사업분야를 확장시키고있는 금융서비스를 주요사업으로 영위하고 있음. 연결대상 종속회사로 컴퓨터시스템통합자문 및 구축 서비스업을 주요사업으로 하고 있는 씨에이웨이브가 있음. 독자적인 기술로 클라우드 기반의 디지털 플랫폼인 GURMWI™를 개발함. 2021년 코스닥시장에 신규 상장함.2023년 12월 전년동기 대비 연결기준 매출액은 37.3% 증가, 영업손실은 43.6% 감소, 당기순손실은 32.2% 감소. 전년 동기 대비 전 부문의 매출이 상승하였지만, 판관비 및 인건비 등 비용상승으로 인하여 영업이익 및 당기순이익 적자 지속. 금융 IT 전문성을 바탕으로 안정적인 성장이 전망 됨. 기존 사업부인 금융권 솔루션 납품 및 빅데이터 서비스 납품의 증가와, 신규 서비스를 출시하여 매출 확대할 전망.

"
A137940,넥스트아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","LCD 편광필름 검사장비, BLU 검사장비 등","
최대 규모의 우수한 인력

동사는 머신비전 기술을 활용하여, 각종 첨단 제품 또는 관련 부품의 외관검사를 하는 장비를 제조, 판매하는 것을 주요 사업으로 영위함. 주요 제품인 편광필름검사장비, BLU검사장비, 유리모서리 깨짐 검사장비(GECD) 등은 LCD제품 또는 부품의 제조공정에서 활용되고 있음. 중국 시장내의 자체 피부미용 프랜차이즈 가맹 사업을 진행하고 있어 꾸준한 수요 강점이 있으며 자체 브랜드 제품 생산, 유통으로 중국시장내 점유율을 높여감.2023년 12월 전년동기 대비 연결기준 매출액은 44.9% 감소, 영업손실은 158.9% 증가, 당기순손실은 244.2% 증가. 동사의 핵심인력들은 삼성전자 자동화연구소에서, 다년간의 연구개발 경험과 현장적용 경험을 가진 인력으로, 매우 다양한 분야에서 머신비전 기술을 활용한 경험을 보유함. 또한 머신비전 관련기업으로는 최대의 인력규모를 가지고 있으며, 이에 따라 고객의 요구에 능동적으로 대응할 수 있는 체계를 가지고 있음.

"
A228340,동양파일,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",PHC파일,"
전반적인 실적 감소

동사는 2013년 6월 12일에 콘크리트파일의 제조, 판매 등을 주 목적으로 설립되었음. 동사의 매출은 PHC파일 시장의 특성상 내수 위주로 구성되어 있으며, 판매활동은 거래처에서 직접 주문을 받아 직접 판매 방법으로 이루어지고 있음. PHC파일은 건설공사의 기초자재로서 건설경기의 변동에 전적으로 영향을 받고 있으며, 특히 아파트 분양 및 대규모 플랜트산업 등 국가 산업정책에 따른 수요가 동사 매출액에 높은 영향을 미치고 있음.2023년 12월 전년동기 대비 별도기준 매출액은 2.1% 감소, 영업이익은 14.8% 감소, 당기순이익은 5.3% 증가. 2023년도 콘크리트 파일 수주액은 전년과 비슷한 양호한 실적을 기록하였으며, 전체 매출은 전기대비 약 15억원 감소한 약 710억원임. 동사는 현재 예상하지 못한 유동성 위험에 대비할 수 있는 충분한 현금 및 현금성자산을 확보하고 있음.

"
A089530,에이티세미콘,"그 외 기타 전문, 과학 및 기술 서비스업",반도체 테스트,"
상장폐지결정 효력정지 가처분 신청

동사는 설립일 이후 반도체 후공정 사업인 반도체 테스트사업을 주된 사업으로 영위하였고, 2014년 세미텍과의 합병을 통해 반도체 패키징 사업에 진출. 국내 반도체 산업의 특성상 전방산업 경기에 영향을 받으며, 종합 반도체 회사들의 생산계획 및 수주에 의존적 사업 구조를 지님. RF필터 대표전문기업인 아랑텍의 최대주주 지위를 확보함. 주요 매출 구성은 제품매출 80.6%, 임가공매출 11.5% 등으로 이루어짐.2023년 12월 전년동기 대비 연결기준 매출액은 17.7% 감소, 영업손실은 114.9% 증가, 당기순손실은 76% 감소. 거래소는 대표이사 에 대한 특정경제범죄가중처벌등에관한법률위반(횡령)공시, 동사 주권의 상장폐지사유가 발생함에 따라 '23.12.05 상장폐지 및 정리매매에 대해 안내함. '23.12.06 상장폐지결정 효력정지 가처분 신청이 확인, 투자자보호를 위해 법원 결정 확인시까지 예정된 상장폐지 절차가 보류됨.

"
A263020,디케이앤디,1차 플라스틱제품 제조업,합성피혁 및 부직포,"
친환경 시장 공략 본격화

동사는 합성피혁 제품 제조 및 관련 상품 유통과 신발용 합성피혁 제품의 주요 원재료인 부직포 생산을 주력사업으로 영위하고 있음. 베트남 호치민에 위치한 DK VINA와 중국 상하이에 위치한 Shanghai SUN-E Co., Ltd.를 연결대상 종속회사로 두고 있음. 매매출구성은  모자 약 33.29%,  부직포 약 24.29%, 상품 약 21.88%,합성피격 약 17.97% , 기타 약 1.94% 로 이루어짐.2023년 12월 전년동기 대비 연결기준 매출액은 18.8% 감소, 영업이익은 28.9% 감소, 당기순이익은 3% 감소. 글로벌 의류 브랜드와의 공급 벤더 등록 및 독점 공급 계약 및VR/XR 브랜드와의 계약까지 확장해 나갈 계획이며, 친환경 가죽 생산을 목표로 해외 공장 인수도 검토 중임. 종속회사들간의 유기적 협력을 통해 제조에서 유통까지 아우르는 Value-chain을 확보하여 시장경쟁력 강화 방안을 추진함.

"
A000950,전방,방적 및 가공사 제조업,"면사,면혼방사,마혼방사,화섬사,염색사,자수사,소모사,면직물,면혼방직물,화섬직물,특수가공직물 제조,판매,수출","
시장축소, 비용상

동사는 원면을 수입하여 CM사 및 장갑사 등을 생산하는 사류사업과 데님과 같은 직물을 생산하는 직물(포류)사업 두가지 사업을 주력으로 하고있음. 국내에서 사류제품을 생산하는 2개의 공장과 직물(포류)을 생산하는 1개의 공장을 운영하고 있음. 2023년 4분기말 기준 직물제품을 403km, 사류제품을 20,184ton을 생산하여 국내 및 해외시장에 공급하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 24.1% 감소, 영업손실은 7.1% 감소, 당기순이익 적자전환. 판로의 다각화를 실시하였음에도 내수위축과 전력비증가 인건비증가로으로 생산원가가 크게 증가하여 2개공장의 생산중단 이라는 초유의 결단을 내림. 다양한 아이템을 접목한 고부가가치 제품 개발에 집중하였지만, 국내시장에서 더 이상 생산원가의 한계를 극복 할 수 없는 상황이 됐음.

"
A197140,디지캡,시스템ㆍ응용 소프트웨어 개발 및 공급업,"보호솔루션, 방송서비스솔루션 등","
종속기업 부진으로 적자전환

동사는 보호솔루션, 방송서비스 솔루션, N-스크린 솔루션 등의 사업을 영위할 목적으로 2000년에 설립됨(2018년 코스닥시장 상장). 고객군이 있는 방송산업 중 ‘지상파방송사업자’, ‘유료방송 플랫폼’, ‘온라인 유통 플랫폼’에 솔루션을 공급하고 있으며, ‘시청자’가 사용하는 단말기에 솔루션이 적용되어 있음. 디지털방송 보호를 위해 방송의 수신을 제어하는 CAS 솔루션과 멀티미디어 콘텐츠를 관리·보호하는 DRM 솔루션을 공급함.2023년 12월 전년동기 대비 연결기준 매출액은 4.5% 감소, 영업이익 적자전환, 당기순이익 적자전환. 연결기준 매출 증감율은 전년 대비 소폭 상승하였지만, 종속기업 다산일렉트론(주)의 매출액 및 영업이익 감소로 연결기준 영업권 손상차손을 인식함. 동사는 어려운 여건 속, 신성장 동력 확보를 위해 다양한 사업목적을 추가하는 등 매출의 다각화를 위해 노력 중임.

"
A101000,상상인인더스트리,특수 목적용 기계 제조업,"선박용 크레인,선박구성부품,선박의장품,철구조물 제조/철판 도매/부동산 임대","
원가율 개선으로 영업이익 흑자전환

동사는 선박용 크레인 등 선박구성부분품의 제조 및 판매를 주사업으로 하며, 선박용 크레인과 해양플랜트용 크레인, 데크머시너리, 머테리얼핸들링이큅먼트, 각종 LPG 및 LNG TANK 등을 전문적으로 제조하고 있음. 동사의 주요 매출처로는 현대중공업 그룹, 삼성중공업, 한화오션 등이 있음. 사업품목 다각화의 일환으로 머테리얼핸들링이큅먼트, 오프쇼어크레인 등의 시장 확대에 노력하고 있음.2023년 12월 전년동기 대비 연결기준 매출액은 16% 증가, 영업이익 흑자전환, 당기순이익 흑자전환. 매출 증가에도 불구하고 매출 원가는 전년 대비 15.9% 줄어드는 등 원가율 개선에 힘입어 영업이익이 크게 증가, 흑자전환에 성공함. 국산화 개발과 대형크레인을 제작하기 위한 생산능력을 확보, 새로운 시장을 개척하여 해양플랜트 사업에 납품이 가능한 개발을 진행중임.

"
